course_code,course_name,units,year,description,requirements,faculty,outcomes,corequisites,exclusions,recommended,department_name,department_code,instructor,keywords,prereq_codes
ARTH 451,Caravaggio and Artemisia,3.0,4.0,"Explores Caravaggio, Artemisia Gentileschi and contemporaries in Baroque Italy. Considers issues such as naturalism/idealism, patronage, populist piety, gender. One of the goals is to look at the ways in which these artists' personalities have been projected onto their work by scholars, essayists, novelists, and filmmakers.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,Gauvin Bailey,"[""Caravaggio"", ""Artemisia Gentileschi"", ""Baroque Italy"", ""naturalism"", ""idealism""]",
ARTH 460,Curatorial Studies,3.0,4.0,"This seminar, held at the Agnes Etherington Art Centre, integrates historical, theoretical, and practical approaches to contemporary curatorial issues.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""Agnes Etherington Art Centre"", ""curatorial"", ""historical"", ""theoretical"", ""practical""]",
ARTH 472,"Art and Global Encounter in Asia, the Americas and Africa, 1492-1850",3.0,4.0,"An assessment of hybrid art focusing on the period of European evangelization of non-European civilizations, 15th-19th c., a global encounter involving the widest spectrum of peoples, races, cultures, and religions. Will consider the transformation of the arts of Early Modern Europe in contact situations in Asia, Africa, Latin America, and Quebec.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""hybrid art"", ""European evangelization"", ""global encounter"", ""Early Modern Europe"", ""contact situations""]",
ARTH 482,Gothic Sculpture,3.0,4.0,A study of the evolution of Gothic sculpture from the mid-12th century to the 15th century. Topics will range from the elaborate sculptural programs of great cathedrals to the work of Claus Sluter and other major sculptors of the late Middle Ages.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""Gothic sculpture"", ""cathedrals"", ""Claus Sluter"", ""late Middle Ages"", ""sculptors""]",
ARTH 485,A Social and Material History of Italian Renaissance Sculpture,3.0,4.0,"The course will explore the diverse materials used for sculpture (marble, bronze, wood, clay, wax, etc.) and their social functions - how sculptures were a part of cult practices, dressing sculptures, speaking statues, miraculous sculptures, iconoclasm, reliquaries, and domestic objects.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""sculpture materials"", ""marble"", ""bronze"", ""wood"", ""social functions""]",
ARTH 490,Topics in Word and Image,3.0,4.0,"The study of how words and images interact in visual and material culture. Topics may vary to address a selected theme, historical period, artist, movement, or art form, such as: illustrated books or manuscripts; art as inspiration for literary works or vice versa; scientific and technical illustration; words as images; film; digital media.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""words and images"", ""visual culture"", ""material culture"", ""illustrated books"", ""digital media""]",
ARTH 492,Studies in the Literature of Art,3.0,4.0,"The detailed, analytic study of a selected body of texts within the literature of art, directed towards gaining an understanding of the dominant theories, critical attitudes, or historical perspectives on art during a particular period.",Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""analytic study"", ""literature of art"", ""theories"", ""critical attitudes"", ""historical perspectives""]",
ARTH 494,Topics in Baroque Art,3.0,4.0,A study of selected topics in the art of the 17th century.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""17th century"", ""art"", ""selected topics""]",
ARTH 496,Studies in the History of Prints and Drawings,3.0,4.0,A detailed study in the history of prints and drawings.,Prerequisite Level 4 or above and registration in an ARTH Major or Joint Honours Plan and a minimum of 24.0 units in ARTH and a cumulative GPA of 1.90 or higher.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""prints"", ""drawings"", ""history""]",
ARTH 594,Independent Study,3.0,,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""independent study"", ""third-year"", ""fourth-year"", ""Department approval"", ""concentration""]",
ARTH 595,Independent Study,6.0,,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""independent study"", ""third-year"", ""fourth-year"", ""Department approval"", ""concentration""]",
ARTH 596,Independent Study,12.0,,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""independent study"", ""third-year"", ""fourth-year"", ""Department approval"", ""concentration""]",
ARTH 597,Independent Study,18.0,,"Exceptionally qualified students entering their third- or fourth-year may take a program of independent study provided it has been approved by the Department or Departments principally involved. The Department may approve an independent study program without permitting it to be counted toward a concentration in that Department. It is, consequently, the responsibility of students taking such programs to ensure that the concentration requirements for their degree will be met.
NOTE Requests for such a program must be received one month before the start of the first term in which the student intends to undertake the program.",Prerequisite Permission of the Department or Departments principally involved.,Faculty of Arts and Science,,,[],,Art History,ARTH,,"[""independent study"", ""third-year"", ""fourth-year"", ""Department approval"", ""concentration""]",
ARIN 101,Artificial Intelligence in Society,3.0,1.0,"A non-technical overview of what artificial intelligence is (and isn't) and how it affects society. ""Algorithms"" in social media and elsewhere. Generative AI. Bias, fairness, and ethics. Social, legal and commercial aspects. Public perceptions and reactions. A brief history and the potential future.",Prerequisite None.,Faculty of Arts and Science,,,[],,Artificial Intelligence,ARIN,,"[""artificial intelligence"", ""social media"", ""generative AI"", ""bias"", ""ethics""]",
ARIN 201,Ethics and Fairness in Artificial Intelligence,3.0,2.0,"A thorough investigation of the complex ethical and fairness conundrums raised by artificial intelligence, such as: Who is responsible when AI causes harm? Must we give up privacy to get technological innovation? Is automated decision-making fair? What causes social media echo chambers? Can tech companies be effectively regulated? How can we prevent unethical AI from being built? Explores more intricate ethical theories, cutting-edge technology, and useful techniques for developing morally sound AI solutions.",Prerequisite (Level 2 or above and a minimum grade of C- in ARIN 101/3.0) or permission of the School.,Faculty of Arts and Science,,,[],,Artificial Intelligence,ARIN,,"[""ethics"", ""fairness"", ""AI responsibility"", ""privacy"", ""regulation""]",ARIN 101
ARIN 210,Applications of Artificial Intelligence,3.0,2.0,"Embark on a comprehensive journey through the dynamic landscape of artificial intelligence. Uncover the power of natural language processing and computer vision. Dive into ethical considerations and explore AI's impact in various domains. Engage in hands-on projects to master cutting-edge AI techniques and technologies, forging a path toward innovative solutions for real-world challenges.",Prerequisite Level 2 or above and a minimum grade of C- in both ARIN 101/3.0 and COGS 100/3.0.,Faculty of Arts and Science,,,[],,Artificial Intelligence,ARIN,,"[""natural language processing"", ""computer vision"", ""AI ethics"", ""hands-on projects"", ""real-world challenges""]","ARIN 101, COGS 100"
