,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended
32,8,ARTH 208,"Caves, Cathedrals, Capitals: Introduction to World Architecture",3.00,"Covering considerable territory, from the painted caves of Niaux in South-West France to megalithic monuments such as Stonehenge, from the villages of the Middle Ages to the cities of Modernity this course introduces key ideas, monuments, building technologies and protagonists in the history of Architecture from prehistory to present.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Identify and describe key works of architecture and be able to discuss them within their historical context.
Synthesize knowledge of world history, geography, and culture with the history of architecture and be able to discuss architecture's.
Learn and employ a language of description for architecture, including technical terms such as ""barrel vault"".",(Level 2 or above) or permission of the Department.,,,
33,9,ARTH 210,An Introduction to Technical Art History,3.00,"A course surveying the study of artists' materials and techniques through methods of examination such as X-radiography, infrared reflectography, dendrochronology, and high-resolution digital imaging.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Comprehend and describe basic knowledge on different methods of technical examination, their significance for art history, and their limitations.
Recognize documentation obtained from different methods of technical examination, such as X-radiographs, infrared reflectograms, and paint cross sections.
Comprehend and communicate the complexities of issues surrounding Technical Art History.
Review and critique web-based visualization techniques for technical documentation.",(Level 2 or above) or permission of the Department.,,,
34,10,ARTH 212,Medieval Art,3.00,"An introduction to the arts of the Middle Ages (c.300-1400) from the origins of Christian art under the Emperor Constantine, through the Early Christian, Byzantine, Romanesque and Gothic Periods.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Identify key works of medieval art from c.300-1400 including their various patrons, makers, and materials.
Become familiar with some current scholarship in medieval art and discuss its relative value in exploring medieval art for themselves.
Learn the profound place of medieval art and the middle ages generally in shaping our global world.",(Level 2 or above) or permission of the Department.,,,
35,11,ARTH 214,"Antiquity and Nature in Renaissance Art, 1300-1500",3.00,"An exploration of art and architecture in Italy and northern Europe, from the dawn of the Renaissance in Florence to Leonardo's Last Supper. This course explores the revival of ancient styles and themes, the influence of the study of nature, and encounters with the world beyond the borders of Europe.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Identify significant works of art and architecture from the period 1300-1500 in Italy, France and Flanders, and describe their characteristics.
Describe and analyze the concept of the Renaissance as an art historical period and an intellectual idea.
Critically examine visual and written source material pertinent to the art historical developments of the period 1300-1500.
Assemble research beyond the required course readings on pertinent topics using Queen's libraries, their databases and other available resources.
Compose short essays in your own words to express an understanding of the art historical material and thematic concepts of the course.
Work actively to improve English writing skills and essay style so that writing is clear and grammatically correct, as appropriate to second year university.",(Level 2 or above) or permission of the Department.,,,
36,12,ARTH 215,"Humanity and Divinity in Renaissance Art, 1500-1600",3.00,"By examining the variety and complexity of Renaissance art, from Michelangelo's muscular giants to Bosch's perversely playful monsters, this course explores how Renaissance artists and their patrons understood what it means to be human and how they imagined in new ways God, Heaven, Hell, and angels (genderless and bodiless beings). By discussing both such famous works as Leonardo da Vinci's Mona Lisa and such little-known ones as prints of witches, we will study ideals of gender, constructions of power, and depictions of marginalized peoples.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Identify and discuss major works of Renaissance art from ca.1500 onwards.
Analyze a work of art and make an original argument in correct and clear prose using written primary sources.
Demonstrate an understanding of how specific works of art functioned as a part of the lives of the men and women who commissioned, created, and viewed them.",(Level 2 or above) or permission of the Department.,,,
37,13,ARTH 220,Socially Engaged Art,3.00,"An introduction to socially engaged art around the world. Using a case study approach, the course will consider the role of art and artists within social movements and study the practices of individual artists or collectives who use their work as a tool for social change.",Prerequisite Level 2 or above.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Apply interdisciplinary perspectives to interpret, evaluate, and historically contextualize key examples of Socially Engaged Art.
Describe and analyze some of the ways that art has been used by social movements.
Describe and analyze the practices of artists who use their work as a tool for social change.
Develop skills in visual observation and analysis, building confidence in their own visual literacy and ability to critically assess works of art and visual culture.
Engage in debates about the relationship between art and activism.",Level 2 or above.,,,
38,14,ARTH 222,Impressionism and Post-Impressionism,3.00,"This course offers a unique opportunity to study the art of Manet, Degas, Monet and Van Gogh, where many of the paintings studied will be viewed on gallery visits to London and Paris. Some of the classes will take place in the Musée D'Orsay in Paris and the National Gallery and Courtauld Institute in London. Further classes at Herstmonceux Castle explore gender debates, the French nude and Paris as the fashionable centre of modernity.
NOTE Only offered at Bader College, UK. Students must participate in field trips.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,
39,15,ARTH 225,Fashion and Art: From the Renaissance to the Present,3.00,"This course considers the relationship between the fashion and art from the Renaissance to the present. Through an exploration of objects and images, it examines social and cultural changes in Western dress, artists' use of clothing to construct narratives, and fashion itself as a form of artistic representation.",Prerequisite (Level 2 or above) or permission of the Department. Recommended ARTH 120.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Apply visual and material culture methods to a selection of images and objects.
Critically engage with arguments from multiple disciplinary perspectives; apply arguments to visual and material objects.
Describe and explain the major developments in Western fashion/dress from the Renaissance to the present.
Develop their own perspective on the relationship between fashion and fine art.
Enhance skills in art historical research and writing (using library resources, evaluating online sources, constructing arguments, incorporating research).",(Level 2 or above) or permission of the Department.,,,ARTH 120.
40,16,ARTH 226,Modern Arts in a Globalizing World,3.00,"This course examines the histories, meanings, and sites of modern arts in a globalizing world. Students become familiar with key art works, transnational and global networks of art, shifts in critical conceptions, and art historical problems surrounding modernity, modernisms, and modern arts.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Identify key works of modern art from different contexts.
Develop critical reading, writing, and thinking skills.
Gain concrete knowledge of the relationships between modernity, modern art, and modernism.
Gain confidence in critically assessing art practices in museum spaces.
Hone visual description and visual analysis skills.",(Level 2 or above) or permission of the Department.,,,
41,17,ARTH 228,Contemporary Art in a Globalizing World,3.00,"This course will examine the histories, meanings and sites of contemporary art in a globalizing world. Students will become familiar not only with the works themselves, but with shifts in critical conceptions and popular media that affect the production, display, circulation, and reception of contemporary art.",Prerequisite (Level 2 or above) or permission of the Department.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Contextualize and analyze art works in relation to their conditions of production.
Explain and evaluate key theories of art from the 1960s to the present day.
Explain and evaluate the historical and theoretical debates around the notion of ""the contemporary"" as they have developed since the 1960s.
Identify and discuss major movements, patterns, and networks in transnational art from the 1960s to the present day.
Use visual and material analysis to interpret works of contemporary art in various media.",(Level 2 or above) or permission of the Department.,,,
