natural_language_query,sql_query
fourth year BCHM courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'BCHM' AND prereq_codes IS NULL"
find all 4th year FRST courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'FRST' AND prereq_codes IS NULL"
get me fourth year BLCK courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'BLCK' AND prereq_codes IS NULL"
I want to see 1st year FRST courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'FRST' AND prereq_codes IS NULL"
what are the 2nd year SOCY courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'SOCY' AND prereq_codes IS NULL"
what are the 2nd year GNDS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'GNDS' AND prereq_codes IS NULL"
what are the third year ENCH courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'ENCH' AND prereq_codes IS NULL"
get me fourth year LING courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'LING' AND prereq_codes IS NULL"
what are the 1st year BLCK courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'BLCK' AND prereq_codes IS NULL"
get me third year CHEE courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'CHEE' AND prereq_codes IS NULL"
find all 4th year BIOL courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'BIOL' AND prereq_codes IS NULL"
which 3rd year PORT courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'PORT' AND prereq_codes IS NULL"
which 3rd year LING courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'LING' AND prereq_codes IS NULL"
I want to see 1st year LLCU courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'LLCU' AND prereq_codes IS NULL"
I want to see 4th year GNDS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'GNDS' AND prereq_codes IS NULL"
list all 1st year MNTC courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'MNTC' AND prereq_codes IS NULL"
I want to see 4th year BLCK courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'BLCK' AND prereq_codes IS NULL"
get me 3rd year MATH courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'MATH' AND prereq_codes IS NULL"
get me third year LATN courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'LATN' AND prereq_codes IS NULL"
list all 1st year FILM courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'FILM' AND prereq_codes IS NULL"
which second year MUSC courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'MUSC' AND prereq_codes IS NULL"
which second year INTN courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'INTN' AND prereq_codes IS NULL"
list all first year DEVS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'DEVS' AND prereq_codes IS NULL"
find all first year CRSS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'CRSS' AND prereq_codes IS NULL"
list all fourth year PHAR courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'PHAR' AND prereq_codes IS NULL"
list all 2nd year HIST courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'HIST' AND prereq_codes IS NULL"
fourth year ENIN courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'ENIN' AND prereq_codes IS NULL"
show me 4th year GPHY courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'GPHY' AND prereq_codes IS NULL"
what are the fourth year LIBS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'LIBS' AND prereq_codes IS NULL"
list all 2nd year HLTH courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'HLTH' AND prereq_codes IS NULL"
find all 4th year INTN courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'INTN' AND prereq_codes IS NULL"
which 1st year GRMN courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'GRMN' AND prereq_codes IS NULL"
which 4th year NSCI courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'NSCI' AND prereq_codes IS NULL"
show me 4th year IDIS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'IDIS' AND prereq_codes IS NULL"
list all 2nd year IDIS courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '2' AND department_code = 'IDIS' AND prereq_codes IS NULL"
find all first year REPD courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'REPD' AND prereq_codes IS NULL"
list all third year ASCX courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'ASCX' AND prereq_codes IS NULL"
what are the 3rd year HEBR courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'HEBR' AND prereq_codes IS NULL"
I want to see fourth year INUK courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'INUK' AND prereq_codes IS NULL"
list all 3rd year REPD courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'REPD' AND prereq_codes IS NULL"
list all 4th year QGSP courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'QGSP' AND prereq_codes IS NULL"
which 1st year PHIL courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '1' AND department_code = 'PHIL' AND prereq_codes IS NULL"
I need 4th year ECON courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'ECON' AND prereq_codes IS NULL"
which third year COMP courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '3' AND department_code = 'COMP' AND prereq_codes IS NULL"
get me 4th year ENGL courses without any prerequisites,"SELECT course_code, course_name, description FROM complete_courses WHERE year = '4' AND department_code = 'ENGL' AND prereq_codes IS NULL"
