Unnamed: 0.1,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended,department_name,year,department_code,instructor
47,23,ARTH 250,"Art, Society, and Culture",3.0,"An introduction to the social conditions and cultural movements that shaped European visual art of the nineteenth century in its global context. The course will stress the tension between modernity and anti-modernism as well as competing views on the very nature of visual art.
NOTE Only offered online, consult Arts and Science Online.",Prerequisite (Level 2 or above) or permission of the Department. Exclusion ARTH 223/3.0.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,ARTH 223/3.0.,,Art History,2.0,ARTH,
48,24,ARTH 253,Baroque Art,3.0,"A survey of the visual culture of Europe and its colonies in the Baroque age (ca. 1580-1750). Attention is given to developments in all aspects of the visual arts, with emphasis on painting, sculpture, architecture, and the graphic arts, and on the achievements of artists such as Rembrandt, Rubens, Poussin, Velasquez, and Bernini.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,Gauvin Bailey
49,25,ARTH 260,Culture and Conflict,3.0,"An investigation of the impact of war on art and architecture, as well as human attempts to preserve cultural heritage. A chronological or thematic approach may be taken, with focus placed on one or more case studies, such as: the Sacks of Rome, the Napoleonic wars, Nazi looting, the Cultural Revolution in China, and Afghanistan under Taliban rule.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,Cathleen Hoeniger
50,26,ARTH 265,Heritage in Danger,3.0,"A thematic introduction to the threats posed to cultural heritage, in the past and the present, and approaches to the preservation of heritage. The course will consider both environmental disasters and damage caused by human hands. Case studies will feature many UNESCO World Heritage sites.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,
51,27,ARTH 272,Latin American Art,3.0,"Surveys the art and architecture of Latin America from the pre-Hispanic period to the present, from Patagonia to California. Particular attention is paid to the contribution of Aboriginal artists and traditions to colonial visual culture and the built environment. Considers the rise of the academies, Nationalism, Indigenism, Romanticism, Modernism (Kahlo, Rivera, Tarsila), Madí and Chicano muralism.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,Gauvin Bailey
52,28,ARTH 274,Architecture and Empire,3.0,"A critical assessment of relationship between imperialism and architecture in the European empires in Asia, Africa, and Latin America (15th - 20th centuries). It will consider architecture from the viewpoint both of the colonizer and the colonized, looking at the impact of missionaries, plantation slavery and the slave trade, and Indigeneity.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,
53,29,ARTH 275,Introduction to Global Design History,3.0,"This course will introduce students to the history of design from the eighteenth-century to the present day in the context of global exchange, colonialism, and industrialization.",Prerequisite Level 2 or above.,Faculty of Arts and Science,,Level 2 or above.,,,,Art History,2.0,ARTH,
54,30,ARTH 277,Artists and Artisans in South Asia,3.0,"Focusing on a selection of thematic studies from across history, from the Indus Valley Civilization to the present day, this course examines a range of artistic and artisanal works across South Asia including painting, architecture, arts of the book, sculpture, textiles, metalwork, and ceramics, as well as theories of aesthetics and craftsmanship.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,
55,31,ARTH 288,Art Worlds,3.0,"This course introduces students to key institutions of art by studying their histories, current practices, and future challenges. Using a case study approach to institutions including museums, artist-run centres, auction houses, and private galleries, the course develops students' understanding of art worlds both in Canada and globally.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,
56,32,ARTH 292,"Modern Architecture: Aesthetics, Capitalism, Industry",3.0,"An examination of architecture as it has developed in relation to the economies, technologies, and social practices of the modern world. Our focus will include architectural aesthetics, materials, structures, technologies, and spaces.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,Katherine Romba
57,33,ARTH 293,Self/Image: The Portrait,3.0,"From ancient Egyptian mummies to contemporary selfies, visual portraits have reflected and shaped ideals of personal and collective identity in diverse cultures and historical periods. This course explores the art of portraiture and its significance in human society. Specific case studies may vary.
NOTE Also offered at Bader College, UK (Learning Hours may vary).",Prerequisite (Level 2 or above) or permission of the Department. Equivalency ARTH 393/3.0*.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department. Equivalency ARTH 393/3.0*.,,,,Art History,2.0,ARTH,
58,34,ARTH 299,Art and Health Equity,3.0,"This course introduces students to key themes in health and healthcare equity through in-depth study of art from the Agnes Etherington Art Centre, with the goal of developing students' cultural awareness, safety, humility, empathy, inclusive observation, and inclusive communication skills. Among others, themes include: the human body; healthcare knowledge; determinants of health; mental health; and palliative care.",Prerequisite (Level 2 or above) or permission of the Department.,Faculty of Arts and Science,,(Level 2 or above) or permission of the Department.,,,,Art History,2.0,ARTH,
59,35,ARTH 301,The Artwork as Material Object,3.0,A study of selected objects with a focus on materials and meanings.,Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
60,36,ARTH 304,Issues in the History of Canadian Art,3.0,"A selective examination of issues in Canadian art history and historical practice, especially as they inform the production and critique of the history of Canadian art.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
61,37,ARTH 305,Topics in Modern and Contemporary Art History,3.0,"An examination of one aspect of modern and/or contemporary art history. Possible areas of investigation include the study of an issue important to the art of the modern and/or contemporary period, as well as the study of the methods and historiographic positionings of art historians working today.
NOTE This course is repeatable for credit under different topic titles.",Prerequisite Level 3 or above. Recommended ARTH 226/3.0 and ARTH 228/3.0.,Faculty of Arts and Science,,Level 3 or above.,,,ARTH 226/3.0 and ARTH 228/3.0.,Art History,3.0,ARTH,
62,38,ARTH 306,Modern Architecture in Germany: A Social History,3.0,"This course examines German architecture, 1815 to 1945, as an important part of social practice. Buildings and monuments from German Confederation to the Third Reich will be understood according to the values they expressed and perpetuated, through their aesthetics, their materials, and their spaces.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,Katherine Romba
63,39,ARTH 307,Romanesque: Art and Historicism in Europe c.800-1150,3.0,"This course considers the retrospective tendencies in art of the so-called 'Romanesque period' leading up to the 'Gothic'. Considering monuments across all media, we discuss concepts of artistic development in cathedral, monastic and secular settings. We will also consider modes of 'reading' and interpretation of medieval art in terms of contemporary modes of perception.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
64,40,ARTH 308,Gothic Art in Europe c.1150-1400,3.0,"This course examines the changes in European art later known as 'Gothic'. With a focus on England, France, Spain, Italy and Germany, this class will consider major monuments across the media, from manuscript painting, to architecture, stained glass, sculpture and ars sacra. Throughout, monuments will be placed in their appropriate social, historical and patronal contexts.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,Matthew Reeve
65,41,ARTH 310,Art and Feminisms,3.0,"An investigation of the connections between art, art history and intersectional feminisms. Students will be introduced to a number of the key issues and critical frameworks that have informed diverse feminist approaches to art, art history and art criticism.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
66,42,ARTH 311,Gender and Modernism,3.0,"A study of gender in relation to modern visual culture from the mid-nineteenth to the mid-twentieth centuries using theoretical frameworks drawn from feminist art history and gender studies. Topics to be studied include fashion and modernity, consumer culture, gendered and transgendered artistic identities, and the gendering of Modernism.",Prerequisite Level 3 or above. Recommended ARTH 226/3.0 and ARTH 228/3.0.,Faculty of Arts and Science,,Level 3 or above.,,,ARTH 226/3.0 and ARTH 228/3.0.,Art History,3.0,ARTH,
67,43,ARTH 312,Quattrocento Painting,3.0,An examination of selected topics in 15th-century Italian Renaissance painting.,Prerequisite Level 3 or above. Recommended ARTH 214/3.0 and ARTH 215/3.0.,Faculty of Arts and Science,,Level 3 or above.,,,ARTH 214/3.0 and ARTH 215/3.0.,Art History,3.0,ARTH,
68,44,ARTH 319,Art in the Age of the Internet,3.0,"This course examines the impact of networked and digital technologies on the production, display and reception of global contemporary art. From artists' experiments with computers in the late 1960s to the post-internet and algorithmic art of the 21st century, students will be introduced to key practices, technologies, theories and debates.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
69,45,ARTH 321,"European Art, 1789-1859: Revolution to Evolution",3.0,"A study of European art and sculpture of the early nineteenth century in its political, social and scientific contexts. Topics may include revolutionary painting and caricature, national romanticism, orientalism and empire, realism and popular culture, universal exhibitions, and the interplay of art and modern science.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
70,46,ARTH 324,"French Art and Its Reception, 1855-1912",3.0,"A study of late nineteenth- and early twentieth-century French art in its changing institutional, social and art historical contexts. Topics may include the institutions of exhibiting and artistic training, the art market, modernity, the new Paris, impressionism and sensation, the decorative, the cult of the self, primitivism and colonialism. ",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
71,47,ARTH 339,Canadian Art in the Twentieth Century,3.0,Selected problems in the development of Canadian painting and sculpture in the modern period.,Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
72,48,ARTH 340,Aspects of Contemporary Art in Canada,3.0,An examination of a range of historical conditions that have encouraged and challenged the growth of a visual and media arts practice in Canada since the mid-1950s.,Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
73,49,ARTH 341,Photography and Society,3.0,"An introduction to the processes, practices and histories of photography; the changing topics address its interpretation and application since the 1840s.",Prerequisite Level 3 or above.,Faculty of Arts and Science,,Level 3 or above.,,,,Art History,3.0,ARTH,
